"Date","Region","Place","Trigger","Trigger..additional.info","Weak.Layer","Depth","Width","Vertical","Aspect","Elevation","Coordinates","Caught","Carried","Buried...Partly","Buried...Fully","Injured","Killed"
"2013-02-03","Uintas","Moffit Basin","Snowmobiler","Unintentionally Triggered","Facets","3'","100'","250'","Northeast","10,000'","40.870690000000, -110.970068000000",NA,NA,NA,NA,NA,NA
"2013-02-05","Provo","Lost Creek","Natural","","Facets","12""","40'","2,000'","East","9,700'","40.362118000000, -111.625707000000",NA,NA,NA,NA,NA,NA
"2013-02-05","Logan","White Pine Canyon","Unknown","","Facets","3'","200'","450'","Southeast","9,500'","41.917888000000, -111.674480000000",NA,NA,NA,NA,NA,NA
"2013-02-01","Provo","Mill Canyon Peak","Unknown","","Facets","2'","250'","","North","9,000'","40.496831000000, -111.568737000000",NA,NA,NA,NA,NA,NA
"2013-02-01","Salt Lake","Sun Dial","Unknown","","","2.5'","300'","600'","Northeast","9,800'","40.597988000000, -111.683578000000",NA,NA,NA,NA,NA,NA
"2013-02-10","Salt Lake","Diving Board","Natural","","Ground Interface","5'","250'","450'","Northeast","9,500'","40.599291000000, -111.719112000000",2,2,1,NA,1,NA
"2013-02-11","Salt Lake","Broads Fork","Skier","Unintentionally Triggered","","","","","Northwest","","",NA,NA,NA,NA,NA,NA
"2013-02-12","Salt Lake","Little Superior","Skier","Unintentionally Triggered","New Snow/Old Snow Interface","12""","30'","20'","Southeast","10,500'","40.593002000000, -111.661220000000",3,NA,NA,NA,NA,NA
"2013-02-14","Salt Lake","Maybird Gulch","Skier","Intentionally Triggered","New Snow/Old Snow Interface","16""","60'","","East","10,800'","40.546815000000, -111.710036000000",NA,NA,NA,NA,NA,NA
"2013-02-15","Salt Lake","Emma Ridges","Skier","Unintentionally Triggered","Wet grains","5""","20'","300'","Southwest","9,700'","",NA,NA,NA,NA,NA,NA
"2013-02-14","Skyline","Wedding Ring Ridge","Natural","Cornice Triggered","New Snow","10""","200'","150'","Northeast","9,700'","39.606878000000, -111.291161000000",NA,NA,NA,NA,NA,NA
"2013-02-15","Uintas","Currant Creek Peak","Snowmobiler","Unintentionally Triggered","New Snow/Old Snow Interface","18""","150'","300'","Southeast","10,500'","40.377511000000, -111.174431000000",NA,NA,NA,NA,NA,NA
"2013-02-16","Ogden","Ogden","Skier","Unintentionally Triggered","Density Change","8""","70'","150'","East","9,200'","",NA,NA,NA,NA,NA,NA
"2013-02-16","Skyline","Ephraim Canyon","Snowmobiler","Remotely Triggered","Facets","2'","70'","40'","Northeast","10,100'","39.297094000000, -111.460569000000",NA,NA,NA,NA,NA,NA
"2013-02-17","Salt Lake","Little Water Peak","","Intentionally Triggered","Facets","5""","200'","700'","Northeast","9,600'","40.672046000000, -111.626973000000",NA,NA,NA,NA,NA,NA
"2013-02-13","Uintas","Four Eagle Bowl","Natural","","Facets","3'","250'","300'","Southeast","10,500'","40.846151000000, -111.066628000000",NA,NA,NA,NA,NA,NA
"2013-02-17","Skyline","Seeley Canyon","Natural","Repeater","Facets","2'","150'","300'","East","10,000'","39.510928000000, -111.298714000000",NA,NA,NA,NA,NA,NA
"2013-02-16","Salt Lake","Cardiff Fork","Natural","Sympathetic Release","Graupel","16""","40'","250'","Northwest","8,500'","40.625249000000, -111.651757000000",NA,NA,NA,NA,NA,NA
"2013-02-17","Salt Lake","Session Mountains","Snowmobiler","","","12""","40'","","East","9,000'","",NA,NA,NA,NA,NA,NA
"2013-02-19","Salt Lake","Red Pine Gulch","Skier","Intentionally Triggered","","18""","70'","150'","Northwest","10,000'","40.540287000000, -111.690230000000",NA,NA,NA,NA,NA,NA
"2013-02-19","Salt Lake","Hogum","Skier","Unintentionally Triggered","","5""","100'","200'","West","9,500'","",1,1,NA,NA,NA,NA
"2013-02-19","Salt Lake","Hogum","Skier","Unintentionally Triggered","Graupel","20""","100'","30'","East","9,500'","",1,1,NA,NA,NA,NA
"2013-02-21","Uintas","Duke Bowl","Skier","Unintentionally Triggered","Facets","16""","150'","300'","Northwest","10,200'","40.674812000000, -111.152029000000",NA,NA,NA,NA,NA,NA
"2013-02-24","Salt Lake","Two Trees","Skier","Unintentionally Triggered","New Snow","","","","South","9,500'","40.591705000000, -111.657228000000",NA,NA,NA,NA,NA,NA
"2013-02-24","Salt Lake","Canyons side country","Skier","Intentionally Triggered","New Snow/Old Snow Interface","8""","200'","200'","North","8,600'","40.653894000000, -111.584873000000",1,1,NA,NA,NA,NA
"2013-02-24","Salt Lake","Tuscarora","Skier","Unintentionally Triggered","New Snow/Old Snow Interface","18""","100'","600'","Southeast","10,600'","",NA,NA,NA,NA,NA,NA
"2013-02-23","Uintas","Weber Canyon","Natural","Cornice Triggered","Facets","2.5'","1,000'","1,000'","Southeast","10,400'","40.833132000000, -111.078730000000",NA,NA,NA,NA,NA,NA
"2013-02-24","Salt Lake","Back Bowls","Skier","Unintentionally Triggered","Facets","14""","70'","70'","Northwest","9,800'","40.594740000000, -111.597362000000",NA,NA,NA,NA,NA,NA
"2013-02-23","Provo","Dry Fork","Natural","Cornice Triggered","New Snow","16""","40'","200'","Southeast","10,400'","40.577390000000, -111.598563000000",NA,NA,NA,NA,NA,NA
"2013-02-25","Salt Lake","Hellgate","Skier","Remotely Triggered","New Snow/Old Snow Interface","12""","50'","150'","Southeast","10,000'","40.593539000000, -111.651821000000",1,1,NA,NA,NA,NA
"2013-02-24","Salt Lake","Toledo Bowl","Snowboarder","Unintentionally Triggered","New Snow/Old Snow Interface","10""","150'","300'","South","10,200'","40.599747000000, -111.645770000000",1,1,NA,NA,NA,NA
"2013-02-25","Salt Lake","Toledo Peak","Skier","","","","","","Southeast","10,100'","",NA,NA,NA,NA,NA,NA
"2013-02-25","Skyline","Ephraim Canyon","Snowmobiler","","Depth Hoar","3.5'","150'","400'","Northwest","10,300'","",1,1,1,NA,NA,NA
"2013-02-24","Salt Lake","Back Bowls","Skier","Unintentionally Triggered","Facets","14""","125'","150'","Northwest","9,800'","40.591926000000, -111.598005000000",NA,NA,NA,NA,NA,NA
"2013-02-25","Provo","Silver Creek","Skier","Unintentionally Triggered","","8""","50'","200'","Southwest","11,000'","",NA,NA,NA,NA,NA,NA
"2013-02-28","Salt Lake","Wyatt Couloir","Natural","Cornice Triggered","Facets","16""","100'","400'","Northeast","10,600'","40.596057000000, -111.666670000000",NA,NA,NA,NA,NA,NA
"2013-02-26","Salt Lake","Shale Shot","Skier","Unintentionally Triggered","Facets","12""","40'","100'","North","8,900'","40.680833000000, -111.597576000000",1,NA,NA,NA,NA,NA
"2013-03-01","Skyline","White Mountain","Snowmobiler","","Facets","2'","350'","250'","Northeast","10,400'","39.043600000000, -111.519000000000",1,1,NA,1,NA,1
"2013-03-02","Salt Lake","Main Porter","Snowboarder","Cornice Triggered","Facets","2'","30'","300'","Northeast","9,400'","40.659448000000, -111.710830000000",NA,NA,NA,NA,NA,NA
"2013-03-02","Provo","Snowslide Jr","Natural","","Facets","8""","30'","800'","Northwest","6,000'","40.477770000000, -111.509171000000",NA,NA,NA,NA,NA,NA
"2013-03-02","Provo","Big Provo Cirque","Natural","","Wet grains","8""","50'","1,250'","Southeast","10,100'","40.379276000000, -111.630321000000",NA,NA,NA,NA,NA,NA
"2013-03-03","Salt Lake","Cardiff Fork","Skier","Unintentionally Triggered","Density Change","8""","20'","175'","Northwest","9,800'","40.597010000000, -111.650963000000",1,NA,NA,NA,NA,NA
"2013-03-03","Provo","Rock Canyon","Unknown","","Facets","","100'","","North","6,500'","40.264667000000, -111.613884000000",NA,NA,NA,NA,NA,NA
"2013-03-03","Logan","Logan Canyon","Natural","","Ground Interface","","","","","6,500'","",NA,NA,NA,NA,NA,NA
"2013-03-03","Provo","Lost Creek","Natural","","New Snow/Old Snow Interface","2'","150'","1,500'","Southeast","10,000'","40.364309000000, -111.624334000000",NA,NA,NA,NA,NA,NA
"2013-03-03","Provo","Lost Creek","Natural","","","10""","30'","1,500'","Southeast","10,400'","40.365355000000, -111.626480000000",NA,NA,NA,NA,NA,NA
"2013-03-03","Provo","North Fork Provo R.","Natural","","Facets","10""","25'","500'","Northeast","6,000'","40.369540000000, -111.568415000000",NA,NA,NA,NA,NA,NA
"2013-03-04","Salt Lake","Jaws","Skier","Cornice Triggered","New Snow/Old Snow Interface","8""","50'","600'","North","10,200'","40.600920000000, -111.634655000000",NA,NA,NA,NA,NA,NA
"2013-03-04","Salt Lake","Butler Fork","Snowboarder","Unintentionally Triggered","New Snow","6""","50'","70'","East","9,200'","",NA,NA,NA,NA,NA,NA
"2013-03-04","Salt Lake","Superior","Skier","Unintentionally Triggered","New Snow","16""","150'","500'","Southeast","9,700'","",NA,NA,NA,NA,NA,NA
"2013-03-04","Salt Lake","Cardiac Ridge","Skier","Unintentionally Triggered","New Snow/Old Snow Interface","10""","60'","500'","East","10,800'","",NA,NA,NA,NA,NA,NA
"2013-03-04","Provo","Roberts Horn","Natural","","Density Change","12""","100'","1,500'","Southeast","10,100'","40.407810000000, -111.634054000000",NA,NA,NA,NA,NA,NA
"2013-03-04","Salt Lake","Dutch Draw","Unknown","","","8""","40'","250'","East","10,000'","40.651992000000, -111.592941000000",NA,NA,NA,NA,NA,NA
"2013-03-05","Salt Lake","Little Superior","Skier","Intentionally Triggered","New Snow/Old Snow Interface","","15'","1,000'","Southeast","10,800'","40.591992000000, -111.667442000000",NA,NA,NA,NA,NA,NA
"2013-03-05","Salt Lake","Superior","Skier","Unintentionally Triggered","New Snow/Old Snow Interface","10""","100'","500'","North","10,800'","40.592187000000, -111.671047000000",NA,NA,NA,NA,NA,NA
"2013-03-05","Salt Lake","Superior","Skier","Unintentionally Triggered","New Snow/Old Snow Interface","3""","20'","900'","South","11,200'","",NA,NA,NA,NA,NA,NA
"2013-03-03","Logan","Lower Providence Canyon","Natural","","Ground Interface","16""","125'","1,000'","North","7,300'","41.688713000000, -111.753402000000",NA,NA,NA,NA,NA,NA
"2013-03-04","Salt Lake","Summit Park","Skier","Unintentionally Triggered","Facets","2.5'","175'","350'","Northwest","7,300'","40.743290000000, -111.630106000000",NA,NA,NA,NA,NA,NA
"2013-03-06","Ogden","Ogden","Skier","Intentionally Triggered","Facets","","","","North","8,400'","",NA,NA,NA,NA,NA,NA
"2013-03-09","Salt Lake","Shale Shot","Skier","Unintentionally Triggered","New Snow/Old Snow Interface","18""","30'","150'","North","8,900'","40.681549000000, -111.596503000000",NA,NA,NA,NA,NA,NA
"2013-03-09","Salt Lake","Alexander Basin","Snowboarder","Unintentionally Triggered","Facets","2.5'","35'","","Northeast","10,100'","40.670841000000, -111.682506000000",NA,NA,NA,NA,NA,NA
"2013-03-09","Salt Lake","Little Pine","Skier","Intentionally Triggered","Density Change","5""","40'","400'","South","9,800'","40.585278000000, -111.686497000000",NA,NA,NA,NA,NA,NA
"2013-03-10","Salt Lake","Catherine's Pass","Unknown","","New Snow/Old Snow Interface","12""","50'","50'","South","10,000'","",NA,NA,NA,NA,NA,NA
"2013-03-10","Salt Lake","Superior","Skier","Intentionally Triggered","Density Change","4""","80'","900'","South","10,700'","40.590330000000, -111.670232000000",NA,NA,NA,NA,NA,NA
"2013-03-10","Salt Lake","The Fang","Skier","Intentionally Triggered","New Snow","6""","10'","350'","East","10,100'","40.598313000000, -111.633453000000",NA,NA,NA,NA,NA,NA
"2013-03-10","Salt Lake","Diving Board","","","","","","","","","",NA,NA,NA,NA,NA,NA
"2013-03-08","Uintas","Boundary Creek","Skier","Unintentionally Triggered","Density Change","3'","400'","600'","West","9,500'","",NA,NA,NA,NA,NA,NA
"2013-03-10","Salt Lake","West Willow","Unknown","","New Snow/Old Snow Interface","15""","100'","150'","East","9,500'","40.645610000000, -111.597962000000",NA,NA,NA,NA,NA,NA
"2013-03-11","Salt Lake","The Fang","Skier","Unintentionally Triggered","New Snow/Old Snow Interface","6""","20'","250'","North","10,000'","40.599877000000, -111.634827000000",NA,NA,NA,NA,NA,NA
"2013-03-10","Salt Lake","Wolverine","Skier","Unintentionally Triggered","Density Change","","","","Northeast","10,500'","",1,1,1,NA,NA,NA
"2013-03-09","Salt Lake","Python Chutes","Skier","Unintentionally Triggered","New Snow/Old Snow Interface","","","","Northwest","9,200'","",NA,NA,NA,NA,NA,NA
"2013-03-10","Moab","Geyser Pass","Natural","","New Snow","3'","100'","800'","Southwest","11,800'","38.501631000000, -109.209251000000",NA,NA,NA,NA,NA,NA
"2013-03-08","Provo","Snowslide Jr","Unknown","","","","","","North","5,600'","40.353674000000, -111.578436000000",NA,NA,NA,NA,NA,NA
"2013-03-12","Logan","Providence Quarry","Snowmobiler","Unintentionally Triggered","Facets","12""","20'","125'","West","6,500'","41.688745000000, -111.742330000000",NA,NA,NA,NA,NA,NA
"2013-03-08","Uintas","Boundary Creek","","Unintentionally Triggered","Facets","2'","","","West","10,000'","40.838230000000, -110.776520000000",NA,NA,NA,NA,NA,NA
"2013-03-13","Ogden","Spring Creek","Unknown","","Wet grains","","","1,500'","Southwest","8,600'","41.167860000000, -111.875732000000",NA,NA,NA,NA,NA,NA
"2013-03-13","Provo","Slide Canyon","Skier","Unintentionally Triggered","Wet grains","6""","40'","1,750'","Southeast","10,500'","40.368978000000, -111.618347000000",NA,NA,NA,NA,NA,NA
"2013-03-13","Logan","East Banks","Natural","","Ground Interface","18""","200'","700'","West","7,600'","41.896911000000, -111.549768000000",NA,NA,NA,NA,NA,NA
"2013-03-15","Salt Lake","Dry Fork of AF","Skier","Unintentionally Triggered","","","30'","","Southeast","10,500'","",NA,NA,NA,NA,NA,NA
"2013-03-15","Salt Lake","Superior","Natural","","New Snow/Old Snow Interface","","","1,000'","South","10,900'","",NA,NA,NA,NA,NA,NA
"2013-03-15","Provo","Provo Canyon","Natural","","Facets","","","","East","9,500'","40.370717000000, -111.614571000000",NA,NA,NA,NA,NA,NA
"2013-03-15","Salt Lake","West Monitor","Natural","Repeater","Wet grains","3'","175'","700'","East","9,900'","40.640530000000, -111.576891000000",NA,NA,NA,NA,NA,NA
"2013-03-15","Provo","Provo Peak","Skier","Unintentionally Triggered","","12""","80'","200'","Southeast","8,500'","",NA,NA,NA,NA,NA,NA
"2013-03-14","Logan","Green Canyon","Natural","","Wet grains","","50'","","North","5,800'","41.770127000000, -111.744971000000",NA,NA,NA,NA,NA,NA
"2013-03-14","Logan","Logan Canyon","Natural","","","2'","100'","800'","West","7,600'","41.897166000000, -111.550541000000",NA,NA,NA,NA,NA,NA
"2013-03-15","Salt Lake","Broads Fork","Natural","","Ground Interface","","","1,500'","East","10,500'","40.597792000000, -111.719971000000",NA,NA,NA,NA,NA,NA
"2013-03-16","Salt Lake","Salt Lake","Natural","","Wet grains","3'","","","North","9,000'","",NA,NA,NA,NA,NA,NA
"2013-03-15","Logan","Hank Bell Canyon","Natural","","Ground Interface","","","2,000'","West","8,200'","41.681086000000, -112.034240000000",NA,NA,NA,NA,NA,NA
"2013-03-15","Logan","Beaver Mountain Backside","Unknown","","Ground Interface","2'","40'","200'","East","8,200'","",NA,NA,NA,NA,NA,NA
"2013-03-15","Provo","Lama Peak","Natural","","Wet grains","","40'","500'","Southeast","9,200'","40.238855000000, -111.537686000000",NA,NA,NA,NA,NA,NA
"2013-03-18","Salt Lake","Reynolds Pk","Skier","Unintentionally Triggered","","","","","East","9,200'","",NA,NA,NA,NA,NA,NA
"2013-03-18","Uintas","Moffit Peak SE Face","Skier","Unintentionally Triggered","Facets","2.5'","50'","1,000'","Northeast","10,800'","40.809793000000, -110.953803000000",1,1,NA,NA,NA,NA
"2013-03-15","Uintas","Upper Weber Canyon","Skier","Unintentionally Triggered","Depth Hoar","2'","600'","","Southeast","9,900'","40.827320000000, -110.996075000000",NA,NA,NA,NA,NA,NA
"2013-03-15","Uintas","Duchesne Ridge","Natural","","Depth Hoar","3'","80'","200'","Northeast","9,800'","40.467630000000, -111.107998000000",NA,NA,NA,NA,NA,NA
"2013-03-20","Salt Lake","Upper Days","Skier","Unintentionally Triggered","New Snow","8""","150'","400'","North","10,100'","40.604244000000, -111.641994000000",1,NA,NA,NA,NA,NA
"2013-03-21","Salt Lake","Key hole","Skier","Intentionally Triggered","New Snow/Old Snow Interface","11""","35'","350'","","10,400'","",NA,NA,NA,NA,NA,NA
"2013-03-21","Salt Lake","Pioneer Peak","Skier","Unintentionally Triggered","Density Change","10""","50'","350'","Northeast","10,200'","40.581888000000, -111.587749000000",NA,NA,NA,NA,NA,NA
"2013-03-21","Logan","White Rock Hollow","Skier","Intentionally Triggered","New Snow/Old Snow Interface","12""","70'","200'","East","9,000'","41.683404000000, -111.696587000000",NA,NA,NA,NA,NA,NA
"2013-03-22","Salt Lake","Banana Days","Skier","Unintentionally Triggered","Graupel","10'","100'","250'","Northeast","10,000'","",NA,NA,NA,NA,NA,NA
"2013-03-21","Salt Lake","Mill B South","Natural","","Graupel","10""","25'","100'","Northwest","10,500'","40.591796000000, -111.674566000000",NA,NA,NA,NA,NA,NA
"2013-03-23","Provo","Ant Knolls","Snow Bike","Unintentionally Triggered","New Snow/Old Snow Interface","4""","50'","300'","Southeast","9,500'","40.552059000000, -111.568147000000",NA,NA,NA,NA,NA,NA
"2013-03-23","Salt Lake","Banana Days","Skier","Intentionally Triggered","New Snow","12""","25'","800'","Northeast","10,100'","40.607723000000, -111.643547000000",NA,NA,NA,NA,NA,NA
"2013-03-23","Salt Lake","Little Superior","Skier","Unintentionally Triggered","New Snow","9""","60'","400'","Northeast","10,100'","40.594980000000, -111.660876000000",NA,NA,NA,NA,NA,NA
"2013-03-21","Salt Lake","Hypodermic Needle","Natural","","New Snow/Old Snow Interface","20""","60'","1,500'","Northeast","10,600'","40.545309000000, -111.730099000000",NA,NA,NA,NA,NA,NA
"2013-03-23","Salt Lake","Days Headwall","Skier","Intentionally Triggered","New Snow/Old Snow Interface","6""","80'","300'","Northeast","10,100'","",NA,NA,NA,NA,NA,NA
"2013-03-23","Logan","Tony Grove Lake","Snowboarder","Intentionally Triggered","New Snow/Old Snow Interface","16""","50'","100'","Northeast","9,100'","41.896559000000, -111.659074000000",NA,NA,NA,NA,NA,NA
"2013-03-23","Salt Lake","Oingo Boingo","Skier","Intentionally Triggered","New Snow","6""","50'","600'","Northeast","10,200'","40.600666000000, -111.634333000000",NA,NA,NA,NA,NA,NA
"2013-03-23","Salt Lake","Catchers Mit","Skier","Unintentionally Triggered","Facets","20""","60'","200'","Northeast","10,200'","40.623041000000, -111.668215000000",NA,NA,NA,NA,NA,NA
"2013-03-23","Salt Lake","Meadows","Skier","Unintentionally Triggered","New Snow/Old Snow Interface","10""","80'","200'","East","8,800'","40.612584000000, -111.623282000000",NA,NA,NA,NA,NA,NA
"2013-03-24","Salt Lake","Santiago","Skier","Unintentionally Triggered","New Snow","15""","100'","700'","Northeast","9,600'","40.608144000000, -111.683621000000",NA,NA,NA,NA,NA,NA
"2013-03-24","Provo","Snake Creek","Skier","Intentionally Triggered","New Snow/Old Snow Interface","15""","70'","150'","Southeast","9,100'","40.577130000000, -111.577492000000",NA,NA,NA,NA,NA,NA
"2013-03-23","Salt Lake","Flanigans","Snowboarder","Unintentionally Triggered","New Snow/Old Snow Interface","12""","30'","250'","North","9,800'","40.605439000000, -111.618956000000",1,1,NA,NA,NA,NA
"2013-03-24","Salt Lake","Dromedary Peak","Skier","Unintentionally Triggered","New Snow/Old Snow Interface","21""","100'","400'","North","9,500'","40.598802000000, -111.702290000000",1,1,NA,NA,NA,NA
"2013-03-23","Salt Lake","West Monitor","Skier","Remotely Triggered","New Snow/Old Snow Interface","22""","40'","500'","East","9,500'","",NA,NA,NA,NA,NA,NA
"2013-03-25","Salt Lake","Superior","Skier","Unintentionally Triggered","New Snow/Old Snow Interface","18""","60'","1,750'","Southeast","10,800'","40.591242000000, -111.666026000000",1,1,1,NA,1,NA
"2013-03-26","Salt Lake","Birthday Chutes","Skier","Unintentionally Triggered","New Snow/Old Snow Interface","8""","200'","800'","Northwest","10,900'","40.552222000000, -111.664782000000",1,1,NA,NA,1,NA
"2013-03-25","Moab","Gold Basin","Snowmobiler","Unintentionally Triggered","Facets","4'","175'","200'","North","9,800'","40.812705000000, -110.905523000000",1,1,NA,NA,NA,NA
"2013-04-02","Salt Lake","Cardiff Peak","Skier","Remotely Triggered","Density Change","16""","60'","300'","South","9,700'","",NA,NA,NA,NA,NA,NA
"2013-04-02","Uintas","Upper Weber Canyon","Natural","","New Snow/Old Snow Interface","10""","50'","150'","Northeast","10,200'","40.839496000000, -111.069245000000",NA,NA,NA,NA,NA,NA
"2013-04-02","Salt Lake","Patsy Marly","Skier","Unintentionally Triggered","New Snow","12""","50'","400'","West","9,400'","",NA,NA,NA,NA,NA,NA
"2013-04-02","Salt Lake","Grizzly Gulch","Skier","","New Snow","12""","","","South","10,100'","40.600000000000, -111.618000000000",NA,NA,NA,NA,NA,NA
"2013-04-03","Uintas","Moffit Basin","Natural","Cornice Triggered","Depth Hoar","4'","2,500'","400'","Northeast","10,600'","40.843359000000, -111.020236000000",NA,NA,NA,NA,NA,NA
"2013-04-04","Salt Lake","Stairs Gulch","Natural","","Ground Interface","","","","West","9,500'","40.608251000000, -111.728983000000",NA,NA,NA,NA,NA,NA
